id,sinner,identity,grade,min_speed,max_speed,hp_coeffic,hp_const,atk1Lv,atk2Lv,atk3Lv,atkDLv,atkLv_mean,defLv,skill1_type,skill1_sin,skill1_coin,skill2_type_,skill2_sin,skill2_coin,skill3_type,skill3_sin,skill3_coin,slash_coinCnt,pierce_coinCnt,blunt_coinCnt,def_type,def_sin,simpSinCnt_wrath,simpSinCnt_lust,simpSinCnt_sloth,simpSinCnt_gluttony,simpSinCnt_gloom,simpSinCnt_pride,simpSinCnt_envy,sinCnt_wrath,sinCnt_lust,sinCnt_sloth,sinCnt_gluttony,sinCnt_gloom,sinCnt_pride,sinCnt_envy,resist_slash,resist_pierce,resist_blunt,burn,burn_cnt,bleed,bleed_cnt,tremor,tremor_cnt,tremor_burst,amplitude_conversion,amplitude_entangle,tremor_selfCnt,rupture,rupture_cnt,sinking,sinking_cnt,poise,poise_cnt,poise_give,poise_cnt_give,charge,charge_cnt,charge_barrier,discard,special_keyword,atkWeight,aggro,haste,bind,protect,fragile,paralyze,power_up,power_down,Pcoin_drop,offLv_up,offLv_down,defLv_up,defLv_down,damage_up,damage_down,battlePassive_sin,battlePassive_sinCnt,battlePassive_type,battlePassive,supportPassive_sin,supportPassive_sinCnt,supportPassive_type,supportPassive,etc,info
02I001,파우스트,LCB 수감자,∅,2.0,4.0,2.9,84.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,타격,오만,1.0,타격,나태,2.0,관통,탐식,2.0,0,2,3,회피,0,0.0,0.0,1.3,0.7,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3,0.0,취약,내성,보통,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,오만,2.0,공명,부정적인 효과가 걸려있는 대상에게 가하는 피해량 +10%,오만,3.0,보유,최대 체력이 가장 높은 아군 1명 공격 적중 시 25% 확률로 공격 레벨 감소 1 부여,0,https://baslimbus.info/identity/7
02I002,파우스트,W사 2등급 정리 요원,∅∅,2.0,4.0,3.05,88.0,-1.0,-1.0,-1.0,5.0,-1.0,3.0,타격,질투,1.0,타격,우울,2.0,타격,분노,3.0,0,0,6,방어,0,0.7,0.0,0.0,0.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0,3.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,질투,4.0,보유,공격 종료 시 충전 횟수 1 증가,질투,3.0,보유,최대 체력이 가장 낮은 아군 1명이 얻는 충전 횟수 +1,0,https://baslimbus.info/identity/8
02I003,파우스트,살아남은 로보토미 직원,∅∅,3.0,6.0,2.39,69.0,3.0,3.0,3.0,0.0,3.0,-4.0,참격,색욕,1.0,관통,우울,3.0,참격,질투,2.0,3,3,0,회피,0,0.0,1.0,0.0,0.0,1.3,0.0,0.7,0.0,3.0,0.0,0.0,2.0,0,1.0,내성,보통,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,색욕,2.0,공명,다음 턴 시작 시 호흡 횟수가 4 이상이면 신속 2를 얻음,색욕,2.0,공명,최대 체력이 가장 낮은 아군 1명 수비 스킬의 위력 +2,0,https://baslimbus.info/identity/9
02I004,파우스트,쥐는 자,∅∅∅,4.0,7.0,2.28,66.0,4.0,4.0,4.0,0.0,4.0,-1.0,관통,질투,2.0,관통,색욕,3.0,타격,오만,3.0,0,5,3,회피,0,0.0,1.3,0.0,0.0,0.0,0.7,1.0,0.0,2.0,0.0,0.0,0.0,1,3.0,취약,보통,내성,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"주시, 못, 정신력 회복, 정신력 감소",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,색욕,4.0,공명,전투 시작 시 정신력이 가장 낮은 아군 2명의 정신력 15 회복. 대상이 N사 광신도면 광신 1 부여,색욕,3.0,공명,전투 시작 시 정신력이 가장 낮은 아군 1명의 정신력 15 회복. 대상이 N사 광신도면 광신 1 부여,0,https://baslimbus.info/identity/10
02I005,파우스트,남부 츠바이 협회 4과,∅∅,3.0,6.0,2.82,82.0,-1.0,-1.0,-1.0,2.0,-1.0,2.0,관통,질투,2.0,참격,우울,3.0,참격,색욕,2.0,5,2,0,방어,0,0.0,0.7,0.0,0.0,1.3,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0,3.0,취약,보통,내성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,우울,4.0,보유,조작 패널에서 자신의 양 옆에 있는 아군에게 전투 시작 시 방어 레벨 증가 2 부여,우울,2.0,공명,전투 시작 시 최대 체력이 가장 낮은 아군 1명에게 방어 레벨 증가 2 부여. 대상의 체력이 50% 미만이면 2 추가 부여,0,https://baslimbus.info/identity/11
02I006,파우스트,남부 세븐 협회 4과,∅∅∅,4.0,7.0,2.4,76.0,3.0,3.0,3.0,-2.0,3.0,-2.0,참격,질투,2.0,참격,우울,3.0,참격,탐식,3.0,8,0,0,방어,0,0.0,0.0,0.0,0.7,1.3,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0,3.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약점 분석,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,탐식,3.0,보유,"상대의 약점, 취약 속성(내성 1 초과)로 공격 시, 공격 전 대상의 파열만큼 호흡을 얻음 (턴 당 최대 20)",탐식,4.0,보유,"속도가 가장 높은 아군 1명 상대의 취약 속성(내성 1.5 초과)로 공격 시 대상의 파열에 비례해 피해량 증가 (파열 1 당 1.5%, 최대 15%)",0,https://baslimbus.info/identity/12
02I007,파우스트,로보토미 E.G.O::후회,∅∅∅,3.0,6.0,2.82,82.0,3.0,3.0,3.0,5.0,3.3,1.0,타격,나태,1.0,타격,오만,3.0,타격,분노,3.0,0,0,7,타격,우울,0.7,0.0,1.0,0.0,0.0,1.3,0.0,1.0,0.0,3.0,0.0,0.0,2,0.0,내성,취약,보통,0.0,0.0,0.0,0.0,10.0,9.0,3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,분노,6.0,보유,"합 진행 시 대상이 보유한 부정적인 효과가 3개 이상이면 대상의 합 위력 -1. 자신이 생존해 있는 동안 진동 폭발을 당하는 적이 방어 레벨 감소 2를 얻음(턴 당 적 1명당 최대 1회). 턴 종료 시 정신력 -25미만일 때 다음 턴에 속박 2, 타격 위력 증가 1 얻음",분노,5.0,보유,속도가 가장 낮은 아군 1명이 합 진행 시 대상이 보유한 부정적인 효과가 3개 이상이면 대상의 합 위력 -1,0,https://baslimbus.info/identity/13
02I008,파우스트,검계 살수,∅∅∅,3.0,8.0,2.5,76.0,2.0,2.0,2.0,0.0,2.0,-2.0,참격,나태,3.0,관통,오만,2.0,참격,우울,2.0,5,2,0,방어,0,0.0,0.0,1.0,0.0,0.7,1.3,0.0,0.0,0.0,3.0,0.0,1.0,2,0.0,내성,보통,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,홍매화,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,오만,4.0,보유,크리티컬 적중 시 홍매화 1 부여 (최대 3회),오만,4.0,보유,편성 순서가 가장 빠른 아군이 참격 스킬로 크리티컬 적중 시 방어 레벨 감소 1 부여 (턴 당 적마다 최대 3),0,https://baslimbus.info/identity/89
02I009,파우스트,워더링하이츠 버틀러,∅∅,3.0,7.0,2.7,76.0,1.0,2.0,4.0,1.0,1.8,-1.0,참격,우울,2.0,타격,색욕,2.0,참격,분노,4.0,6,0,2,방어,0,0.7,1.3,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0,0.0,보통,취약,내성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,저택의 메아리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,우울,4.0,보유,합 승리 시 대상에게 침잠 1 부여 (턴 당 3회),우울,4.0,보유,정신력이 가장 낮은 아군 1명 침잠이 5 이상 부여된 대상에게 공격 적중 시 정신력 2 회복 (턴 당 4회),0,https://baslimbus.info/identity/97
02I010,파우스트,멀티크랙 사무소 대표,∅∅∅,3.0,7.0,2.28,66.0,1.0,4.0,3.0,0.0,2.3,-1.0,참격,색욕,2.0,타격,질투,3.0,타격,우울,4.0,2,0,7,방어,0,0.0,1.0,0.0,0.0,0.7,0.0,1.3,0.0,3.0,0.0,0.0,1.0,0,2.0,보통,취약,내성,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,질투,3.0,보유,"전투 중 충전 횟수 누적 10 소모 시마다 충전 1 얻음. 충전이 2 이상이면, 피해량이 (충전×3)% 만큼 증가(최대 15%). 적 처치 시 자신과 충전 횟수가 가장 적은 아군 1명 충전만큼 충전 횟수 증가(최대 3, 충전 관련 스킬을 보유한 아군에게 우선 적용)",질투,5.0,보유,"충전 횟수가 가장 낮은 아군 1명 적 처치 시 충전 횟수 2 증가 (턴 당 1회, 충전 관련 스킬을 보유한 아군에게 우선 적용)",0,https://baslimbus.info/identity/116
03I001,돈키호테,LCB 수감자,∅,3.0,6.0,2.28,66.0,2.0,2.0,2.0,-2.0,2.0,-2.0,관통,색욕,1.0,관통,질투,1.0,관통,탐식,3.0,0,5,0,회피,0,0.0,1.0,0.0,0.7,0.0,0.0,1.3,0.0,3.0,0.0,1.0,0.0,0,2.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,색욕,3.0,공명,합 승리 시 해당 스킬의 피해량 +10%,색욕,5.0,보유,정신력이 가장 높은 아군 1명 관통 스킬의 피해량 +10%,0,https://baslimbus.info/identity/1
03I002,돈키호테,남부 시 협회 5과 부장,∅∅,3.0,6.0,2.39,69.0,3.0,3.0,3.0,0.0,3.0,-4.0,참격,분노,1.0,참격,질투,1.0,참격,색욕,1.0,3,0,0,회피,0,1.0,0.7,0.0,0.0,0.0,0.0,1.3,3.0,1.0,0.0,0.0,0.0,0,2.0,내성,취약,보통,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,분노,3.0,공명,다음 턴에 (분노 공명 수/3)만큼 신속을 얻음,분노,5.0,보유,속도가 가장 높은 아군 1명 참격 스킬의 피해량 +10%,0,https://baslimbus.info/identity/2
03I003,돈키호테,W사 3등급 정리 요원,∅∅∅,3.0,6.0,2.5,73.0,3.0,3.0,3.0,0.0,3.0,-1.0,참격,나태,1.0,관통,우울,3.0,참격,질투,5.0,6,3,0,회피,0,0.0,0.0,1.0,0.0,1.3,0.0,0.7,0.0,0.0,3.0,0.0,2.0,0,1.0,보통,내성,취약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,우울,3.0,공명,이번 턴에 전투 시작 시 (우울 공명 수/3) 만큼 충전 횟수 증가,우울,3.0,공명,속도가 가장 높은 아군 1명 첫 번째 스킬 최종 위력 +1,0,https://baslimbus.info/identity/3
03I004,돈키호테,N사 중간 망치,∅∅,2.0,5.0,2.82,82.0,1.0,1.0,1.0,3.0,1.0,1.0,관통,색욕,2.0,타격,탐식,1.0,타격,분노,3.0,0,2,4,방어,0,0.7,1.0,0.0,1.3,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0,0.0,내성,보통,취약,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,못,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,색욕,3.0,보유,"못이 있는 대상에게 부여하는 진동 횟수 +1, 자신에게 광신이 있으면 부여하는 못 +1",색욕,4.0,보유,광신이 있는 아군 중 정신력이 가장 낮은 아군의 피해량 +10%,0,https://baslimbus.info/identity/4
03I005,돈키호테,남부 섕크 협회 5과 부장,∅∅∅,4.0,7.0,2.28,72.0,4.0,4.0,4.0,0.0,4.0,-2.0,관통,색욕,2.0,관통,우울,2.0,관통,오만,2.0,0,6,0,회피,0,0.0,1.0,0.0,0.0,1.3,0.7,0.0,0.0,3.0,0.0,0.0,2.0,1,0.0,취약,내성,보통,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,정신력 감소,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,오만,3.0,공명,"모든 아군의 속도가 모든 적보다 높으면, 속도가 가장 느린 적과의 속도 차이에 비례해 자신의 피해량 증가 (차이 1 당 6%, 최대 30%)",오만,3.0,공명,"모든 아군의 속도가 모든 적보다 높으면, 속도가 가장 느린 적과의 속도 차이에 비례해 속도가 가장 빠른 아군의 피해량 증가 (차이 1 당 3%, 최대 15%)",0,https://baslimbus.info/identity/5
03I006,돈키호테,중지 작은 아우,∅∅∅,4.0,6.0,2.88,89.0,2.0,3.0,3.0,5.0,2.9,5.0,타격,분노,2.0,타격,질투,2.0,타격,오만,4.0,0,0,8,타격,질투,1.0,0.0,0.0,0.0,0.0,0.7,1.3,3.0,0.0,0.0,0.0,0.0,1,2.0,취약,보통,내성,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,정신력 회복,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,질투,4.0,보유,자신을 포함한 아군이 3번 피격당할 때마다 다음 턴에 질투 피해량 증가 1 얻음(최대 5). 턴 종료 시 해당 턴에 아군에게 스킬로 가장 많은 피해를 준 적에게 앙갚음 대상 부여. 공격 시 메인 공격 대상이 앙갚음 대상인 경우 최종 위력 1 증가,질투,3.0,보유,최대 체력이 가장 낮은 아군 1명 자신을 제외한 아군이 6회 피격당할 때마다 다음 턴에 타격 피해량 증가 1 얻음 (최대 2),0,https://baslimbus.info/identity/6
